id,names,artist_names,artist_pop,albums,track_pop,durations_ms,playlist_name
289,Anpuru Maau Kutjpa,Electric Fields,34,Anpuru Maau Kutjpa,24,180827,New Music Friday AU & NZ
290,Alma Mater,Bleachers,62,Alma Mater,52,210111,New Music Friday AU & NZ
291,Heist,Aitch,65,Lost Files,25,214791,New Music Friday AU & NZ
292,Still Got It - Live from Spotify Green Screen,Troye Sivan,78,Still Got It (Live from Spotify Green Screen),41,167055,New Music Friday AU & NZ
293,Walk & Drive (feat. Nerve),Chillinit,53,Walk & Drive (feat. Nerve),37,195887,New Music Friday AU & NZ
294,Ride It,Larissa Lambert,47,Ride It,26,138393,New Music Friday AU & NZ
295,I Do,Reneé Rapp,65,Snow Angel (Deluxe),32,159361,New Music Friday AU & NZ
296,Transparency (feat. USHER),2 Chainz,73,Welcome 2 Collegrove,32,195094,New Music Friday AU & NZ
297,Get You Backroads,Zac & George,35,Get You Backroads,23,188264,New Music Friday AU & NZ
298,Body Moving,Eliza Rose,57,Body Moving,38,154216,New Music Friday AU & NZ
299,Baby Blue,Surfaces,63,Baby Blue,0,124452,New Music Friday AU & NZ
300,Fake Plant On Fire,lovemedo,3,Fake Plant On Fire,18,225376,New Music Friday AU & NZ
301,DSYL,SAHXL,26,DSYL,20,167565,New Music Friday AU & NZ
302,Blessed,Soli,16,Blessed,20,186947,New Music Friday AU & NZ
303,I'm The Type,Lil Durk,80,Nightmares In the Trenches,31,156313,New Music Friday AU & NZ
304,Running From It,benison,16,Running From It,18,175930,New Music Friday AU & NZ
305,Nostalgia (feat. Little Green),SLUMBERJACK,40,Nostalgia (feat. Little Green),24,163810,New Music Friday AU & NZ
306,Fingerprints,Keenan Te,58,Fingerprints,26,190852,New Music Friday AU & NZ
307,BADMAN,Russ Millions,66,FREEDOM,32,117840,New Music Friday AU & NZ
308,"I swear, I Really Wanted To Make A ""Rap"" Album But This Is Literally The Way The Wind Blew Me This Time",André 3000,60,New Blue Sun,37,740011,New Music Friday AU & NZ
309,DOUBLE STANDARDS,Mason Dane,25,DOUBLE STANDARDS,6,175313,New Music Friday AU & NZ
310,Can't Get You Out Of My Head,Amy Shark,53,Can't Get You Out Of My Head,5,183776,New Music Friday AU & NZ
311,Two Generations of Excess,Unknown Mortal Orchestra,58,II (10 Year Anniversary Edition),15,446733,New Music Friday AU & NZ
312,Me and My Denial,Molly Millington,22,5 Stages,15,143754,New Music Friday AU & NZ
313,Us ft. ERNEST,Steve Aoki,69,HiROQUEST 2: Double Helix,27,196849,New Music Friday AU & NZ
314,in these bones,Neptune,43,nowhere fast,29,226388,New Music Friday AU & NZ
315,Asphalt,Molly Payton,28,Asphalt,21,154000,New Music Friday AU & NZ
316,You Don't Even Know Me,Cheat Codes,64,You Don’t Even Know Me,29,151698,New Music Friday AU & NZ
317,Don't Do Me Good,Madi Diaz,40,Don't Do Me Good,47,253613,New Music Friday AU & NZ
318,Get Close,Ari Lennox,59,Get Close,21,171218,New Music Friday AU & NZ
319,Loverboy,AMARNI,32,Loverboy,18,169756,New Music Friday AU & NZ
320,Deja Vu,Harley Alaska,21,Deja Vu,21,189640,New Music Friday AU & NZ
321,In Our Nature,Kings,42,Sg. Nik Presents: Rinse On Toast,19,140872,New Music Friday AU & NZ
322,The Most Beautiful Thing,The Nicholas,32,The Most Beautiful Thing,12,192000,New Music Friday AU & NZ
323,Life In Your Hands,JKING,48,Life In Your Hands,33,147733,New Music Friday AU & NZ
324,Vocation,Ozuna,83,Cosmo,32,184820,New Music Friday AU & NZ
325,Can't Afford Therapy,WILSN,27,Can't Afford Therapy,6,249656,New Music Friday AU & NZ
326,Tourist,RedHook,42,Tourist,19,184703,New Music Friday AU & NZ
327,$TONED,Toby Mai,50,$TONED,19,175000,New Music Friday AU & NZ
328,If You Died Today,Natalie Jane,62,Where Am I?,21,162373,New Music Friday AU & NZ
329,No Bad Days,The Terrys,42,No Bad Days,27,156142,New Music Friday AU & NZ
330,Lean,Bugzy Malone,60,Lean,50,180000,New Music Friday AU & NZ
331,Answer Phone,Tom Odell,74,Answer Phone,29,160019,New Music Friday AU & NZ
332,THRILL OF IT,Noah Vernon,14,THRILL OF IT,10,126611,New Music Friday AU & NZ
333,Offer Down,Mel Parsons,29,Offer Down,15,184206,New Music Friday AU & NZ
334,Cool Water - Single Mix,Kurt Vile,52,Back to Moon Beach,17,271126,New Music Friday AU & NZ
335,LAST OF US,Bad1,13,LAST OF US,12,194429,New Music Friday AU & NZ
336,I Just Wanna Fly,Maxwell Young,41,I Just Wanna Fly,10,98000,New Music Friday AU & NZ
337,Chill Pad Deluxe,Majid Jordan,65,Good People / Afterhours,20,171859,New Music Friday AU & NZ
338,Wild Mama,Taylor Moss,34,Wild Mama,15,221111,New Music Friday AU & NZ
339,IT'S ALRIGHT,Mashd N Kutcher,37,IT'S ALRIGHT,24,140538,New Music Friday AU & NZ
340,catch the night,Kee'ahn,21,catch the night,16,175595,New Music Friday AU & NZ
341,The Worst,Donell Lewis,44,The Worst,20,191650,New Music Friday AU & NZ
342,Be Like You,Dune Rats,38,Be Like You,31,173941,New Music Friday AU & NZ
343,Crying in the Carwash,Lolo Zouaï,53,Crying in the Carwash,37,164000,New Music Friday AU & NZ
344,Home and In Love,Mitch Santiago,27,Home and In Love,22,202572,New Music Friday AU & NZ
345,Work,WIIGZ,16,Songs To Catwalk To,14,211959,New Music Friday AU & NZ
346,where’s my head at _,Basement Jaxx,51,where’s my head at _,51,152823,New Music Friday AU & NZ
347,Wall Of Eyes,The Smile,49,Wall Of Eyes,56,305947,New Music Friday AU & NZ
348,Juvenile Retention,Gut Health,18,Juvenile Retention,18,183961,New Music Friday AU & NZ
349,Lift Us Up,Vanessa Amorosi,39,Memphis Love,12,265628,New Music Friday AU & NZ
350,The Last Time,Nat Dunn,39,The Last Time,16,159047,New Music Friday AU & NZ
351,The Space,Go Freek,41,The Space,9,186667,New Music Friday AU & NZ
352,Higher Rush (feat. Freaks & Geeks),ShockOne,45,Higher Rush (feat. Freaks & Geeks),20,205003,New Music Friday AU & NZ
353,I'm Gonna Fly,Ellie Lovegrove,2,I'm Gonna Fly,14,198306,New Music Friday AU & NZ
354,Puppet,Dora Jar,40,Puppet,13,197431,New Music Friday AU & NZ
355,Bullet Train To Paris,Willaris. K,31,Silversun,1,299387,New Music Friday AU & NZ
356,Screaming In Your Driveway,BEXY,29,Screaming In Your Driveway,13,252296,New Music Friday AU & NZ
357,Papier-Mâché,Tarn PK,11,Papier-Mâché,10,240000,New Music Friday AU & NZ
358,thicc,Shygirl,51,thicc,47,222682,New Music Friday AU & NZ
359,Marigold,Frost Children,40,Hearth Room,11,202466,New Music Friday AU & NZ
360,SUNDAY,Khi'leb,22,SUNDAY,9,185424,New Music Friday AU & NZ
361,Holding On,Lachie Gill,31,Write It Out,14,209960,New Music Friday AU & NZ
362,VILLAIN,Venice Qin,18,ALIEN,15,211649,New Music Friday AU & NZ
363,What’s going on?,I Don't Like Mondays.,44,What’s going on?,37,223887,New Music Friday AU & NZ
364,Stop,Jupita,8,Want You Back,9,179293,New Music Friday AU & NZ
365,Cry,Club Angel,22,Cry,21,230074,New Music Friday AU & NZ
366,Domestic La La,Violent Soho,43,Domestic La La,0,219773,New Music Friday AU & NZ
367,LEAVE,SLOE JACK,31,BACKSTAB B-sides,8,127039,New Music Friday AU & NZ
368,Rubberman,Jebediah,36,Rubberman,19,240332,New Music Friday AU & NZ
369,Easy To Love Me,ALYSSA,40,Easy To Love Me,19,132960,New Music Friday AU & NZ
370,april's,BESTIES,26,something4now,19,203768,New Music Friday AU & NZ
371,Deep Blue Sea,Anna Lunoe,35,Deep Blue Sea,12,260211,New Music Friday AU & NZ
372,START A RIOT,Breakfast Road,16,START A RIOT,16,183684,New Music Friday AU & NZ
373,Drink Driving In Casablanca,Jad & The,23,Godwanooo,7,381818,New Music Friday AU & NZ
374,stuck in your orbit,SANNIA,11,James,12,216923,New Music Friday AU & NZ
375,idc,Dear Seattle,33,idc,28,172587,New Music Friday AU & NZ
376,A Very Excellent Day,Winterbourne,34,Act of Disappearing,13,229907,New Music Friday AU & NZ
377,Fanta Gang,BAD GRAMMAR,1,Chapter 1: Blackout,9,144000,New Music Friday AU & NZ
378,Built To Last,The Delta Riggs,28,The Real Electric,11,162040,New Music Friday AU & NZ
379,ALL I KNOW,EAST AV3,15,DAYTRIP TO THE NIGHTTRAP,12,209744,New Music Friday AU & NZ
380,Promised,Macroix,54,Promised,77,153143,Sleep
381,Melancholy,Jonas Sandberg,52,Mosaic,75,179294,Sleep
382,My Armour,South Noon,54,My Armour,72,200000,Sleep
383,Sakalas,Gabriel Derus,49,Sakalas,72,176786,Sleep
384,Spherical,Aiden Gaarder,50,Painted Illusions,71,175667,Sleep
385,Isolate,Mystery Ark,50,Aurora,71,202000,Sleep
386,Protect Your Mind,Treasures Meditation Flow,50,Endless Time,73,194000,Sleep
387,Aesolace,Pollux Pluto,50,Aesolace,71,181395,Sleep
388,Nordic Dusk,Frej Simdo,48,Nordic Dusk,70,192000,Sleep
389,Forward Momentum,Ceylan Aydem Project,50,Forward Momentum,70,167737,Sleep
390,Times of Balance,Phobic,46,Times of Balance,69,172000,Sleep
391,The New World,Cardi Mist,47,Need Alone TIm,70,194000,Sleep
392,Following,Aquilonius,46,Following,69,185848,Sleep
393,Herinneringen,Sohn Aelia,50,Herinneringen,72,172357,Sleep
394,Scorchio,Maria Botican,46,Infinity Air,69,196000,Sleep
395,Boundless,Haldur,52,Boundless,67,178993,Sleep
396,The Vastness,Iseo Ander,47,The Vastness,67,153720,Sleep
397,Mystic Reveries,Felices Sueños,36,Mystic Reveries,59,189693,Sleep
398,Process,iavú,36,Objective,59,163616,Sleep
399,I Dreamed A Dream,Roofies Dragon,40,I Dreamed A Dream,61,178968,Sleep
400,Whishing star,Artivastix,44,Whishing star,67,198000,Sleep
401,Snowflake,Amanda Wildt,45,Snowflake,67,182667,Sleep
402,Tranquillizing,Secret Medicine,48,Tranquillizing,67,174550,Sleep
403,Reminded Me,Arietis,45,Fulfillment,68,165739,Sleep
404,Foraoise,Neave Abeline,43,Foraoise,66,145500,Sleep
405,Density,Obviame,44,Density,67,185487,Sleep
406,Languid,Neoline Ewing,46,Languid,66,183000,Sleep
407,Mudita,Gamini Khatri,50,Mudita,69,156000,Sleep
408,Flying Spirits.,Ashlynn Vinno,47,Flying Spirits.,70,176000,Sleep
409,Dimmed Lights,Nicolaj Stavrenko,45,Dimmed Lights,68,166350,Sleep
410,Straight Ahead,Garcíia,46,Frictionless,69,176698,Sleep
411,Fjord,Reiki Akoya,48,Fjord,70,174520,Sleep
412,Cwsg,Ymlacio,48,Cwsg,70,168000,Sleep
413,Geteilt,Celine Brandt,45,Geteilt,67,156000,Sleep
414,Coral Dusk,Stellar Serenity,44,Coral Dusk,67,170888,Sleep
415,Sumi,Zamphire,47,Sumi,67,160000,Sleep
416,Wandering Sadhu,Salen,48,Wandering Sadhu,67,200000,Sleep
417,Noticed,Avieone,48,Close,67,166985,Sleep
418,Sweven,Corbin Tellier,48,Sweven,66,183000,Sleep
419,Lo´s Magma,Robi Dixie,44,Lo´s Magma,67,186000,Sleep
420,Passages,Kim Nalah,49,Passages,69,181026,Sleep
421,Curved,Lugar,48,Curved,69,137647,Sleep
422,Dream Reflection,Fabio Secci,43,Dream Reflection,66,200000,Sleep
423,Agbaye,Torpor Snooze,44,Agbaye,67,188000,Sleep
424,Sincerely,Kelly Petersen,45,Layers,67,175035,Sleep
425,Aquiver,Chév Asto,46,Isolate,68,230550,Sleep
426,Universal Truth,Arush Mandal,51,Significance,67,195273,Sleep
427,Droplet of Grace,South Noon,54,Droplet of Grace,68,186000,Sleep
428,Simplicity,Tiara Greenfield,46,Simplicity,67,188000,Sleep
429,Your Are The Calm,Takhall,44,Element,67,190000,Sleep
430,Before The Full Moon,Isah Atkins,51,Before The Full Moon.,70,198000,Sleep
431,Drone,Ayala Cola,46,Drone,69,191000,Sleep
432,Natural Connection,Certificate 16,44,Vigilance,67,208000,Sleep
433,Myriad,Merlin Loughty,44,Quietude,67,185146,Sleep
434,Mindvibe,Sir Dejvid,45,Cipher,68,183201,Sleep
435,Spiritual,Sleep Cyclone,53,Spiritual,69,198000,Sleep
436,Perdonar,Salina Cardenas,46,Perdonar,66,162000,Sleep
437,Unavene,Nova Kral,44,Unavene,66,136667,Sleep
438,Infinito,Max Moller,42,Infinito,65,200000,Sleep
439,Amicale,Lenovie,46,Amicale,65,132000,Sleep
440,Drommenes Verden,Casper Bjerke,46,Drommenes Verden,69,199200,Sleep
441,Inner Peace,Sabrina McGregor,51,Inner Peace,73,179222,Sleep
442,Arcadia,Elsa Whage,47,Arcadia,67,176455,Sleep
443,Currently,Loe Vida,47,Cycle,66,163011,Sleep
444,Haverzh,Iota Psi,46,Haverzh,66,187000,Sleep
445,Nomad,Hatchlings Calm,44,Shut Eye,66,200000,Sleep
446,Anochecer,Lyla Perez-Vega,46,Anochecer,66,147000,Sleep
447,World Beyond,Evolving Stream,47,World Beyond,70,177356,Sleep
448,Forms,Zonara,44,Forms,67,160957,Sleep
449,Perfection,Mundo Suave,44,Perfection,67,174314,Sleep
450,Bywyd,Carwyn,46,Bywyd,66,141000,Sleep
451,Momenti,Momenti,43,Momenti,66,192000,Sleep
452,I Believe I Can Fly,Cosmic Cloak,46,Floating On Clouds,69,194000,Sleep
453,Evermore,Aari Kumar,45,Evermore,67,173667,Sleep
454,Focused,Anda Mané,44,Fortuna,67,194878,Sleep
455,Sundown,Bo Pettri,44,This Is All We Have,67,188000,Sleep
456,Within Reach,Unwritten Skies,47,Within Reach,67,135724,Sleep
457,Calm Restore,Cornelia Benton,43,Calm Restore,66,188827,Sleep
458,Merikarp,Fabien Tamm,44,Merikarp,66,154499,Sleep
459,More Than Words,Emeli Saga,44,More Than Words,67,162424,Sleep
460,Wholeness,Monet Benitez,47,Wholeness,66,158571,Sleep
461,Sehnsucht,Tilman Stoiber,49,Sehnsucht,66,170606,Sleep
462,Codladh,Cadhla Byrne,47,Codladh,66,164000,Sleep
463,Calming Quality,Auxelia,50,Calming Quality,71,198214,Sleep
464,Feelings,Avieone,48,Close,65,155931,Sleep
465,Cloud Gazing,Sleepy Clouds,48,Floating Free,66,167947,Sleep
466,Unistades,Eyla Calmes,50,Unistades,69,165000,Sleep
467,Oroitzapenak,Leona Montoya,46,Oroitzapenak,69,145000,Sleep
468,Aureole,Parker Woods,44,Aureole,66,155000,Sleep
469,Chia,Marcus Rivero,43,The Sudden Change,66,184000,Sleep
470,Pulsar Calm,Leon Baker,52,Ovnimoon,65,178500,Sleep
471,All Along,Tegan Riley,45,All Along,68,147857,Sleep
472,Imaginar,Chiara Nieves,47,Imaginar,68,144000,Sleep
473,Midnight Is Coming,Löve,43,Midnight Is Coming,65,178500,Sleep
474,Samadhi,Isah Atkins,51,Samadhi,66,204000,Sleep
475,Center of Attention,Angelo Garnier,45,Center of Attention,66,206250,Sleep
476,Sleep Remedy,Sandra Heigl,43,Sleep Remedy,65,160000,Sleep
477,Utenfor,Kayla Holdt,43,Utenfor,66,172331,Sleep
478,Sunno,Julia Phero,43,Sunno,66,144000,Sleep
479,Eudaimonia,Gaea Antoniou,45,Eudaimonia,68,177000,Sleep
480,Meia Noite,Gereo Luna,44,Meia Noite,66,172000,Sleep
481,Mind Storm,Leon Baker,52,Ovnimoon,65,219000,Sleep
482,Unremain,Rania Lees,47,Unremain,65,142500,Sleep
483,Ur Intet,Vera Mejer,43,Ur Intet,66,187186,Sleep
484,Relations,Diya Wiler,47,Relations,65,184212,Sleep
485,Sognando Ancora,Giulia De Serio,47,Sognando Ancora,65,214000,Sleep
486,Apogee,Debyah,46,Apogee,66,199086,Sleep
487,Relieve,Juliana Stipe,48,Relieve,66,193138,Sleep
488,Star Stars,Setareha,47,Star Stars,66,176000,Sleep
489,Inside The Wave,Eoforwine,46,The Deep,66,146681,Sleep
490,A World Above,Lluvia Green,46,A World Above,66,126799,Sleep
491,The Light,Felix Vidal,45,The Light,67,173813,Sleep
492,Unveiled,Hibisc,46,Face Of The Earth,68,131532,Sleep
493,Sant,Priy,45,Sant,68,218000,Sleep
494,Ocean Breeze,Salen,48,Ocean Breeze,63,190000,Sleep
495,Beautiful Wish,Aveline Auclair,40,Beautiful Wish,63,166903,Sleep
496,Eden,Sara Kisha,50,Eden,63,200000,Sleep
497,Patterns,Dronia,40,Patterns,63,183798,Sleep
498,Atwined,Leonid Antonov,49,Atwined,67,140250,Sleep
499,Beautiful Imagination,Little Circuits,52,Beautiful Imagination,68,143053,Sleep
500,Traumlandschaft,Kaiser Hulenstadt,43,Traumlandschaft,66,199318,Sleep
501,Tears Of Change,Leon Baker,52,Tears Of Change,69,173500,Sleep
502,Ethereal Sleep,Solvekin,50,Ethereal Sleep,69,124814,Sleep
503,Al Vanda,Natana Bach,48,Al Vanda,65,147288,Sleep
504,Dans Le Maintenant,Michael Szonja,42,Dans Le Maintenant,64,172220,Sleep
505,Depth,Conde Arona,43,Depth,66,176389,Sleep
506,With Every Breath I Breathe,Manny Chu,48,With Every Breath I Breathe,67,199811,Sleep
507,Choices,Sôfur,48,Rebirth,70,192229,Sleep
508,Confianza,Alegro Moya,42,Confianza,65,198786,Sleep
509,The Sky Is A Sea,Criollo Clouds,44,The Sky Is A Sea,65,197447,Sleep
510,Eternalistic,Asabea Wheeler,43,Eternalistic,65,146441,Sleep
511,Silhouettes,Niebla Valley,43,Silhouettes,65,188184,Sleep
512,Anjuna,Anders-Petter Carlskog,42,Spiritual Progression,65,195526,Sleep
513,Nieve,Jademaia,48,Invierno,65,154820,Sleep
514,Eleven,Muh Re,44,11,65,170893,Sleep
515,Air,Cloudway,42,Air,65,155788,Sleep
516,Lily Of The Valley,Convallaria,43,Lily Of The Valley,64,167355,Sleep
517,Cumbre,On A Cloud,44,Cumbre,65,138788,Sleep
518,A Moment,Ólfur,42,A Moment,65,155534,Sleep
519,Peace Of Mind,Saveliy Lleu,41,Peace Of Mind,64,154893,Sleep
520,Impressions,Withered Sun,41,Impressions,64,185316,Sleep
521,Sky Kissed Dreams,The Nightgate,43,Sky Kissed Dreams,64,149772,Sleep
522,In Safe Waters,Vígi Seaghdh,41,In Safe Waters,64,164864,Sleep
523,Longevity,Miesha Berens,49,Longevity,64,172340,Sleep
524,Stepping Into A Dream,Soliaga,43,Stepping Into A Dream,65,148722,Sleep
525,In The Light,Corda Una,48,In The Light,64,179594,Sleep
526,Kinship,Spring Euphemia,49,Kinship,65,182973,Sleep
527,Conversant,Doris Melwin,42,Conversant,65,151673,Sleep
528,Deseo,Lidia Peralta,47,Deseo,65,145613,Sleep
529,Nights and days,Kumatra,44,Nights and days,65,153558,Sleep
530,Fading Memories,Zawar Hagano,42,Fading Memories,65,175693,Sleep
531,A Silent Moon,Atmosferion,44,A Silent Moon,66,188894,Sleep
532,Maravilla,Waqar Jachin,41,Maravilla,64,147682,Sleep
533,Down by the Ocean,Sleep Cyclone,53,Down by the Ocean,64,177500,Sleep
534,Undulating,Joseff Shields,46,Undulating,66,187186,Sleep
535,A Neutral Place,Logan Docherty,48,A Neutral Place,70,169353,Sleep
536,Rum & Tid,Månvarv,45,Rum & Tid,64,167562,Sleep
537,Crystals,Meadowsweet,50,Crystals,65,182033,Sleep
538,Far Away,Ami Sanou,45,Rising,64,176012,Sleep
539,Seasons,Ghasel,50,Seasons,65,169505,Sleep
540,Within,Hema,45,Senses,65,175522,Sleep
541,Vettvangur,V3rkefni 1,42,Vettvangur,65,154498,Sleep
542,The Waiting,Eadgar Évariste,41,The Waiting,64,135072,Sleep
543,Unfolded,Aca Malvina,46,Unfolded,69,160881,Sleep
544,Glowing,Ilumina,43,Glowing,65,133065,Sleep
545,Nightbird,Gemma Casimaty,46,Nightbird,63,199400,Sleep
546,On The Surface,Marlowe Coleman,44,On The Surface,63,123299,Sleep
547,Crepuscular Light,Casiamty,43,Crepuscular Light,64,159141,Sleep
548,The Sea Of Tranquility,Sleeping Luna,40,The Sea Of Tranquility,63,173990,Sleep
